"","gene","compound","tissue","estimate","n","fdr","mDataType","gene_seq_start","gene_seq_end","strand","chr","pvalue"
"389","ENSG00000035403","Trametinib","Lung",0.475520467437026,NA,NA,"rna",73995193,74121363,"+","chr10",2.35637866e-08
"390","ENSG00000035681","Doxorubicin","Lung",0.288188644567388,NA,NA,"rna",58583508,58659853,"-","chr8",0.0036033235317087
"391","ENSG00000035720","Linsitinib","Lymphoid",-0.38321345742769,NA,NA,"rna",67558727,67607337,"+","chr4",4.126381005e-07
"392","ENSG00000035720","Unii-40E3azg1MX","Lymphoid",-0.407076353930368,NA,NA,"rna",67558727,67607337,"+","chr4",2.35637866e-08
"393","ENSG00000035862","Linsitinib","Lymphoid",0.439561600696257,NA,NA,"rna",78852977,78925387,"-","chr17",2.35637866e-08
"394","ENSG00000036530","Navitoclax","Lung",0.384656247836877,NA,NA,"rna",99684298,99727301,"+","chr14",2.35637866e-08
"395","ENSG00000036672","Trametinib","Lung",-0.460105097724433,NA,NA,"rna",119355215,119381711,"-","chr11",2.35637866e-08
"396","ENSG00000037637","Daporinad","Lung",0.42319263012716,NA,NA,"rna",16246840,16352480,"-","chr1",2.35637866e-08
"397","ENSG00000037637","Trametinib","Lung",-0.444486982385917,NA,NA,"rna",16246840,16352480,"-","chr1",2.35637866e-08
"398","ENSG00000038002","PD-0325901","Lung",0.324937832452508,NA,NA,"rna",177430774,177442437,"-","chr4",2.35637866e-08
"399","ENSG00000038002","Unii-40E3azg1MX","Lung",0.326774065610866,NA,NA,"rna",177430774,177442437,"-","chr4",1.32381297626e-05
"400","ENSG00000038274","Navitoclax","Lung",-0.417077073387626,NA,NA,"rna",163503114,163519354,"+","chr5",3.3853839089e-06
"401","ENSG00000038274","Trametinib","Lung",0.317155841392951,NA,NA,"rna",163503114,163519354,"+","chr5",0.0176178357307125
"402","ENSG00000038532","Trametinib","Lung",-0.440054814147376,NA,NA,"rna",10944564,11182186,"+","chr16",2.35637866e-08
"403","ENSG00000040933","Linsitinib","Lymphoid",0.270917617353558,NA,NA,"rna",98444854,98594390,"+","chr2",0.0073420380920637
"404","ENSG00000041353","Panobinostat","Lung",-0.371520609456904,NA,NA,"rna",54717860,54895516,"+","chr18",2.35637866e-08
"405","ENSG00000041880","Dasatinib","Lung",0.218700301091588,NA,NA,"rna",51942345,51948867,"+","chr3",4.50775248598e-05
"406","ENSG00000041880","PD-0325901","Lung",0.257232832190305,NA,NA,"rna",51942345,51948867,"+","chr3",0.0039160347814086
"407","ENSG00000041880","Selumetinib","Lung",0.232624509325274,NA,NA,"rna",51942345,51948867,"+","chr3",0.0100803101592753
"408","ENSG00000041880","Trametinib","Lung",0.368837839399214,NA,NA,"rna",51942345,51948867,"+","chr3",2.35637866e-08
"409","ENSG00000041982","Trametinib","Lung",0.443088899354308,NA,NA,"rna",115019575,115118257,"-","chr9",2.35637866e-08
"410","ENSG00000042445","Daporinad","Lung",-0.42167346947136,NA,NA,"rna",85341955,85354531,"-","chr2",2.35637866e-08
"411","ENSG00000042445","Navitoclax","Lung",-0.285194625444914,NA,NA,"rna",85341955,85354531,"-","chr2",0.0121383514932621
"412","ENSG00000042445","PD-0325901","Lung",0.433310340925981,NA,NA,"rna",85341955,85354531,"-","chr2",2.35637866e-08
"413","ENSG00000042445","Selumetinib","Lung",0.364309371298289,NA,NA,"rna",85341955,85354531,"-","chr2",7.36263541e-08
"414","ENSG00000042445","Trametinib","Lung",0.478426802234167,NA,NA,"rna",85341955,85354531,"-","chr2",8.69724083e-07
"415","ENSG00000042445","Vorinostat","Lung",-0.283627106558296,NA,NA,"rna",85341955,85354531,"-","chr2",2.35637866e-08
"416","ENSG00000042493","Dabrafenib","Lung",0.277848180547639,NA,NA,"rna",85394753,85418432,"-","chr2",0.0083373625477677
"417","ENSG00000042493","Daporinad","Lung",-0.457117009375685,NA,NA,"rna",85394753,85418432,"-","chr2",2.35637866e-08
"418","ENSG00000042493","Navitoclax","Lung",-0.342111098292862,NA,NA,"rna",85394753,85418432,"-","chr2",2.35637866e-08
"419","ENSG00000042493","Trametinib","Lung",0.535667803446879,NA,NA,"rna",85394753,85418432,"-","chr2",2.35637866e-08
"420","ENSG00000043143","Daporinad","Lung",-0.383676487832957,NA,NA,"rna",134524312,134583230,"+","chr5",2.35637866e-08
"421","ENSG00000043143","Navitoclax","Lung",-0.411687768173532,NA,NA,"rna",134524312,134583230,"+","chr5",2.0105334133e-06
"422","ENSG00000043143","Panobinostat","Lung",-0.364635800842311,NA,NA,"rna",134524312,134583230,"+","chr5",2.35637866e-08
"423","ENSG00000043143","Trametinib","Lung",0.369789384485972,NA,NA,"rna",134524312,134583230,"+","chr5",0.0086190078845871
"424","ENSG00000043143","Vorinostat","Lung",-0.502087747096208,NA,NA,"rna",134524312,134583230,"+","chr5",2.35637866e-08
"425","ENSG00000044459","Trametinib","Lung",-0.36951576899654,NA,NA,"rna",17134982,17503923,"+","chr9",2.35637872e-08
"426","ENSG00000046604","Trametinib","Lung",0.444374707660874,NA,NA,"rna",31498177,31549008,"+","chr18",2.35637866e-08
"427","ENSG00000046653","Daporinad","Lung",0.506277929425963,NA,NA,"rna",13770939,13938638,"-","chrX",2.35637866e-08
"428","ENSG00000046653","Palbociclib","Lung",-0.314211678049347,NA,NA,"rna",13770939,13938638,"-","chrX",0.0079938241582875
"429","ENSG00000046653","Panobinostat","Lung",0.387720869658049,NA,NA,"rna",13770939,13938638,"-","chrX",2.35637866e-08
"430","ENSG00000046653","Trametinib","Lung",-0.468681755345845,NA,NA,"rna",13770939,13938638,"-","chrX",2.35637866e-08
"431","ENSG00000046653","Vorinostat","Lung",0.393636369489242,NA,NA,"rna",13770939,13938638,"-","chrX",2.35637866e-08
"432","ENSG00000048162","Navitoclax","Lung",-0.332665239715271,NA,NA,"rna",176383938,176388975,"-","chr5",6.61069613519e-05
"433","ENSG00000048991","Daporinad","Lung",0.400576692085373,NA,NA,"rna",135531455,135725270,"+","chr2",5.8440809608e-06
"434","ENSG00000049283","Lapatinib","Lung",0.388889346571223,NA,NA,"rna",50532682,50543750,"+","chr17",2.35637866e-08
"435","ENSG00000049860","Daporinad","Lung",-0.361217501127252,NA,NA,"rna",74640023,74722647,"+","chr5",2.35637866e-08
"436","ENSG00000049860","Navitoclax","Lung",-0.379586567122187,NA,NA,"rna",74640023,74722647,"+","chr5",0.0098723542226341
"437","ENSG00000049860","PD-0325901","Lung",0.32194046919671,NA,NA,"rna",74640023,74722647,"+","chr5",6.61069613519e-05
"438","ENSG00000049860","Trametinib","Lung",0.444763047212844,NA,NA,"rna",74640023,74722647,"+","chr5",2.35637866e-08
"439","ENSG00000049860","Unii-40E3azg1MX","Lymphoid",0.44619379018758,NA,NA,"rna",74640023,74722647,"+","chr5",2.35637866e-08
"440","ENSG00000049860","Vorinostat","Lung",-0.302520058120979,NA,NA,"rna",74640023,74722647,"+","chr5",2.35637866e-08
"441","ENSG00000050438","Erlotinib","Breast",-0.259453460688518,NA,NA,"rna",51391317,51515763,"+","chr12",0.109047668136232
"442","ENSG00000050438","Trametinib","Lung",-0.280791767295748,NA,NA,"rna",51391317,51515763,"+","chr12",1.88039021632e-05
"443","ENSG00000051128","Dasatinib","Lung",0.459263147115139,NA,NA,"rna",18929201,18941261,"-","chr19",2.35637866e-08
"444","ENSG00000051128","Panobinostat","Lung",-0.354959482554137,NA,NA,"rna",18929201,18941261,"-","chr19",2.35637866e-08
"445","ENSG00000051128","Trametinib","Lung",0.396594691919459,NA,NA,"rna",18929201,18941261,"-","chr19",2.35637866e-08
"446","ENSG00000051825","Navitoclax","Lung",0.323670964963088,NA,NA,"rna",123152320,123244014,"-","chr12",2.35637872e-08
"447","ENSG00000051825","PD-0325901","Lung",-0.264955171719684,NA,NA,"rna",123152320,123244014,"-","chr12",0.0075597276030893
"448","ENSG00000052344","Erlotinib","Lung",0.328305768139703,NA,NA,"rna",31131433,31135727,"-","chr16",2.35637866e-08
"449","ENSG00000052344","Lapatinib","Lung",0.275940862301746,NA,NA,"rna",31131433,31135727,"-","chr16",0.0080972853012943
"450","ENSG00000052841","Doxorubicin","Lymphoid",-0.358504194561742,NA,NA,"rna",43358920,43494933,"+","chr11",0.0022955907479195
"451","ENSG00000053108","Dasatinib","Lung",-0.240615561109961,NA,NA,"rna",133196455,133612541,"-","chr5",0.0660947069168904
"452","ENSG00000053371","Panobinostat","Lung",0.239129756241212,NA,NA,"rna",19303965,19312146,"-","chr1",0.012919432120638
"453","ENSG00000053702","Entinostat","Lung",0.193455152188123,NA,NA,"rna",2825348,2835544,"-","chr12",0.105531748907673
"454","ENSG00000053747","Erlotinib","Breast",0.408539133958115,NA,NA,"rna",23689443,23956222,"+","chr18",7.41705263e-08
"455","ENSG00000053747","Trametinib","Lung",0.467859206779875,NA,NA,"rna",23689443,23956222,"+","chr18",2.35637866e-08
"456","ENSG00000054523","Dabrafenib","Lung",-0.20190334773596,NA,NA,"rna",10210805,10381603,"+","chr1",0.208483005824311
"457","ENSG00000054523","Doxorubicin","Lung",-0.207303470495637,NA,NA,"rna",10210805,10381603,"+","chr1",0.0741406332079984
"458","ENSG00000054523","Navitoclax","Lung",0.348525583563029,NA,NA,"rna",10210805,10381603,"+","chr1",2.35637866e-08
"459","ENSG00000054523","Selumetinib","Lung",-0.373946738762052,NA,NA,"rna",10210805,10381603,"+","chr1",2.35637866e-08
"460","ENSG00000054523","Trametinib","Lung",-0.532885009721393,NA,NA,"rna",10210805,10381603,"+","chr1",2.35637866e-08
"461","ENSG00000054598","Linsitinib","Esophagus/Stomach",-0.115997392576828,NA,NA,"rna",1609915,1613897,"+","chr6",0.241017837786889
"462","ENSG00000054654","Dabrafenib","Lung",-0.401828263697211,NA,NA,"rna",63761899,64226433,"+","chr14",2.35637866e-08
"463","ENSG00000054654","Trametinib","Lung",-0.468889185057397,NA,NA,"rna",63761899,64226433,"+","chr14",2.35637866e-08
"464","ENSG00000055118","Dasatinib","Lung",-0.452116822541519,NA,NA,"rna",150944961,150978321,"-","chr7",2.35637866e-08
"465","ENSG00000055118","Navitoclax","Lung",0.446824826351684,NA,NA,"rna",150944961,150978321,"-","chr7",2.35637866e-08
"466","ENSG00000055118","PD-0325901","Lung",-0.397632066526462,NA,NA,"rna",150944961,150978321,"-","chr7",2.35637866e-08
"467","ENSG00000055118","Panobinostat","Lung",0.427897404757299,NA,NA,"rna",150944961,150978321,"-","chr7",2.35637866e-08
"468","ENSG00000055118","Pictilisib","Lung",-0.278869109641216,NA,NA,"rna",150944961,150978321,"-","chr7",0.0044395729038264
"469","ENSG00000055118","Trametinib","Lung",-0.522295118143506,NA,NA,"rna",150944961,150978321,"-","chr7",2.35637866e-08
"470","ENSG00000055118","Vorinostat","Lung",0.390970026672832,NA,NA,"rna",150944961,150978321,"-","chr7",2.35637866e-08
"471","ENSG00000055163","Dabrafenib","Lung",-0.237321587410688,NA,NA,"rna",157266079,157395595,"+","chr5",0.0644628717019325
"472","ENSG00000055163","Dasatinib","Lung",-0.468763653062247,NA,NA,"rna",157266079,157395595,"+","chr5",2.35637866e-08
"473","ENSG00000055163","Navitoclax","Lung",0.410441416212022,NA,NA,"rna",157266079,157395595,"+","chr5",2.053031023e-07
"474","ENSG00000055163","PD-0325901","Lung",-0.348142129342847,NA,NA,"rna",157266079,157395595,"+","chr5",0.0002043335097498
"475","ENSG00000055163","Selumetinib","Lung",-0.270456028347159,NA,NA,"rna",157266079,157395595,"+","chr5",0.007084075974574
"476","ENSG00000055163","Trametinib","Lung",-0.522471226932524,NA,NA,"rna",157266079,157395595,"+","chr5",2.35637866e-08
"477","ENSG00000055163","Vorinostat","Lung",0.287172209723122,NA,NA,"rna",157266079,157395595,"+","chr5",2.35637866e-08
"478","ENSG00000055609","Doxorubicin","Breast",-0.317245893085934,NA,NA,"rna",152134922,152436005,"-","chr7",0.137418461504009
"479","ENSG00000055917","Panobinostat","Lung",0.301766214162213,NA,NA,"rna",20248691,20352234,"-","chr2",0.0006568761107722
"480","ENSG00000056586","Navitoclax","Lung",0.18111642827451,NA,NA,"rna",122844556,122905359,"-","chr9",0.17892999913404
"481","ENSG00000056736","Dasatinib","Lung",-0.394523768465875,NA,NA,"rna",53846568,53865794,"+","chr3",2.35637866e-08
"482","ENSG00000056736","Navitoclax","Lung",0.397004122471813,NA,NA,"rna",53846568,53865794,"+","chr3",2.35637866e-08
"483","ENSG00000056736","Palbociclib","Lung",-0.219796988987937,NA,NA,"rna",53846568,53865794,"+","chr3",0.0628552657157417
"484","ENSG00000056736","Trametinib","Lung",-0.307319846582296,NA,NA,"rna",53846568,53865794,"+","chr3",0.0329690621978435
"485","ENSG00000056736","YK 4-279","Lung",-0.0624737360058885,NA,NA,"rna",53846568,53865794,"+","chr3",0.951692880513899
"486","ENSG00000056972","Cytarabine","Lymphoid",0.413407973602124,NA,NA,"rna",111555381,111606906,"-","chr6",2.35637866e-08
"487","ENSG00000056998","Trametinib","Breast",-0.284789732350836,NA,NA,"rna",2828822,2882820,"+","chrX",0.0976926706718785
"488","ENSG00000057019","Dabrafenib","Lung",0.28947209641722,NA,NA,"rna",98795941,98901695,"-","chr3",0.0255884822365607
"489","ENSG00000057019","Dasatinib","Lung",0.445967747822301,NA,NA,"rna",98795941,98901695,"-","chr3",2.35637866e-08
"490","ENSG00000057019","Navitoclax","Lung",-0.285178092238936,NA,NA,"rna",98795941,98901695,"-","chr3",0.0009278929681706
"491","ENSG00000057019","Panobinostat","Lung",-0.379149341998398,NA,NA,"rna",98795941,98901695,"-","chr3",2.35637866e-08
"492","ENSG00000057019","Selumetinib","Lung",0.321712522836816,NA,NA,"rna",98795941,98901695,"-","chr3",0.0015665543638521
"493","ENSG00000057019","Trametinib","Lung",0.497653950491955,NA,NA,"rna",98795941,98901695,"-","chr3",0.0003997197993065
"494","ENSG00000057149","Erlotinib","Breast",0.393068570647394,NA,NA,"rna",63655197,63661893,"-","chr18",0.0008023146616343
"495","ENSG00000057252","Navitoclax","Lung",-0.288999766210317,NA,NA,"rna",179293714,179358680,"+","chr1",0.0072817393723005
"496","ENSG00000057252","PD-0325901","Lung",0.0875122241665665,NA,NA,"rna",179293714,179358680,"+","chr1",0.660743060290861
"497","ENSG00000057294","Linsitinib","Lymphoid",0.335623375210708,NA,NA,"rna",32790745,32896840,"-","chr12",0.0006154857378014
"498","ENSG00000057294","Unii-40E3azg1MX","Lymphoid",0.349666063833897,NA,NA,"rna",32790745,32896840,"-","chr12",0.0029849162235153
"499","ENSG00000057657","Unii-40E3azg1MX","Lymphoid",0.471629969236424,NA,NA,"rna",105993463,106109939,"+","chr6",2.35637866e-08
"500","ENSG00000058056","Daporinad","Lung",0.469556730647873,NA,NA,"rna",179653040,179789401,"+","chr3",2.35637866e-08
"501","ENSG00000058085","Dasatinib","Lung",0.221571608664235,NA,NA,"rna",183186238,183245127,"+","chr1",0.0974175793720908
"502","ENSG00000058085","Saracatinib","Lung",0.266417454934984,NA,NA,"rna",183186238,183245127,"+","chr1",0.0659969729719723
"503","ENSG00000058085","Selumetinib","Lung",0.326882042639163,NA,NA,"rna",183186238,183245127,"+","chr1",0.000176031861727
"504","ENSG00000058085","Trametinib","Lung",0.429400834187341,NA,NA,"rna",183186238,183245127,"+","chr1",2.35637866e-08
"505","ENSG00000058262","Linsitinib","Lymphoid",0.390353380938735,NA,NA,"rna",128051641,128071683,"+","chr3",0.0004740979619773
"506","ENSG00000058262","Unii-40E3azg1MX","Lymphoid",0.372342506333436,NA,NA,"rna",128051641,128071683,"+","chr3",2.35637866e-08
"507","ENSG00000058404","Dasatinib","Lung",-0.42014441674439,NA,NA,"rna",44217150,44334577,"-","chr7",2.35637866e-08
"508","ENSG00000058404","Navitoclax","Lung",0.554894588827611,NA,NA,"rna",44217150,44334577,"-","chr7",3.95038686e-08
"509","ENSG00000058404","PD-0325901","Lung",-0.36809154229074,NA,NA,"rna",44217150,44334577,"-","chr7",2.35637866e-08
"510","ENSG00000058404","Panobinostat","Lung",0.333764359347381,NA,NA,"rna",44217150,44334577,"-","chr7",0.0008982800739554
"511","ENSG00000058404","Saracatinib","Lung",-0.343687695925595,NA,NA,"rna",44217150,44334577,"-","chr7",1.8144116122e-06
"512","ENSG00000058404","Topotecan","Lung",0.327510024412694,NA,NA,"rna",44217150,44334577,"-","chr7",2.356378717e-07
"513","ENSG00000058404","Trametinib","Lung",-0.459128698253614,NA,NA,"rna",44217150,44334577,"-","chr7",2.35637866e-08
"514","ENSG00000059378","Daporinad","Lung",-0.375480282928775,NA,NA,"rna",140023749,140062951,"-","chr7",6.61069613519e-05
"515","ENSG00000059378","Vorinostat","Lung",-0.26289933500176,NA,NA,"rna",140023749,140062951,"-","chr7",0.0011529079386325
"516","ENSG00000059588","Cytarabine","Lymphoid",0.455978153015065,NA,NA,"rna",234391313,234479179,"-","chr1",2.35637866e-08
"517","ENSG00000059804","AZD7762","Lung",0.135213179543513,NA,NA,"rna",7919230,7936187,"-","chr12",0.498191699981785
"518","ENSG00000059915","Dasatinib","Lung",-0.254066909070998,NA,NA,"rna",102402617,102421539,"-","chr10",0.0073439027473243
"519","ENSG00000059915","PD-0325901","Lung",-0.193689012610997,NA,NA,"rna",102402617,102421539,"-","chr10",0.129263696176079
"520","ENSG00000059915","Panobinostat","Lung",0.280944367435824,NA,NA,"rna",102402617,102421539,"-","chr10",0.0164262262582931
"521","ENSG00000059915","Saracatinib","Lung",-0.0966764219544127,NA,NA,"rna",102402617,102421539,"-","chr10",0.878848714878023
"522","ENSG00000060138","Dasatinib","Lung",0.398550837607292,NA,NA,"rna",10699089,10723323,"-","chr12",4.71275743e-08
"523","ENSG00000060138","Trametinib","Lung",0.449659942806517,NA,NA,"rna",10699089,10723323,"-","chr12",2.35637866e-08
"524","ENSG00000060558","Cytarabine","Lymphoid",0.494780741892595,NA,NA,"rna",3136033,3163749,"+","chr19",2.35637866e-08
"525","ENSG00000060558","Dasatinib","Lung",0.369591998992478,NA,NA,"rna",3136033,3163749,"+","chr19",9.42551487e-08
"526","ENSG00000060558","Erlotinib","Breast",0.483193007747871,NA,NA,"rna",3136033,3163749,"+","chr19",8.20783360975e-05
"527","ENSG00000060558","Navitoclax","Lymphoid",0.453785168425137,NA,NA,"rna",3136033,3163749,"+","chr19",2.35637866e-08
"528","ENSG00000060558","Selumetinib","Breast",0.361730359801732,NA,NA,"rna",3136033,3163749,"+","chr19",0.0013343487959766
"529","ENSG00000060558","Trametinib","Breast",0.442429618900692,NA,NA,"rna",3136033,3163749,"+","chr19",1.26501953157e-05
"530","ENSG00000060558","Trametinib","Lung",0.40719981626859,NA,NA,"rna",3136033,3163749,"+","chr19",2.35637866e-08
"531","ENSG00000060688","Trametinib","Lung",-0.448863478872339,NA,NA,"rna",31259568,31296788,"-","chr1",2.35637866e-08
"532","ENSG00000060709","Dasatinib","Lung",-0.416462969807404,NA,NA,"rna",130396137,130716281,"-","chr12",2.35637866e-08
"533","ENSG00000060709","Navitoclax","Lung",0.403002710739151,NA,NA,"rna",130396137,130716281,"-","chr12",2.35637866e-08
"534","ENSG00000060709","PD-0325901","Lung",-0.372329171155306,NA,NA,"rna",130396137,130716281,"-","chr12",2.35637866e-08
"535","ENSG00000060709","Panobinostat","Lung",0.366000333926119,NA,NA,"rna",130396137,130716281,"-","chr12",2.35637866e-08
"536","ENSG00000060709","Trametinib","Lung",-0.462551215058884,NA,NA,"rna",130396137,130716281,"-","chr12",2.35637866e-08
"537","ENSG00000060709","Vorinostat","Lung",0.346122213368489,NA,NA,"rna",130396137,130716281,"-","chr12",2.35637866e-08
"538","ENSG00000060971","Daporinad","Lung",-0.362735052838524,NA,NA,"rna",38103129,38137242,"-","chr3",2.35637866e-08
"539","ENSG00000060971","Navitoclax","Lung",-0.361338025843811,NA,NA,"rna",38103129,38137242,"-","chr3",0.0005332050046659
"540","ENSG00000060971","Trametinib","Lung",0.39883853327805,NA,NA,"rna",38103129,38137242,"-","chr3",0.000509767694237
"541","ENSG00000060982","Linsitinib","Lymphoid",-0.377932998288759,NA,NA,"rna",24810024,24949101,"-","chr12",0.0014162508475358
"542","ENSG00000061273","Dasatinib","Lung",0.395552302421928,NA,NA,"rna",47782722,47833132,"-","chr12",2.35637866e-08
"543","ENSG00000061337","Daporinad","Lung",0.465608844882944,NA,NA,"rna",20246165,20303963,"-","chr8",2.35637866e-08
"544","ENSG00000061337","PD-0325901","Lung",-0.310959079940437,NA,NA,"rna",20246165,20303963,"-","chr8",2.35637866e-08
"545","ENSG00000061337","Palbociclib","Lung",-0.305879944313209,NA,NA,"rna",20246165,20303963,"-","chr8",0.0012195746406519
"546","ENSG00000061337","Panobinostat","Lung",0.31534899674425,NA,NA,"rna",20246165,20303963,"-","chr8",4.71275743e-08
"547","ENSG00000061337","Vorinostat","Lung",0.349427638813893,NA,NA,"rna",20246165,20303963,"-","chr8",2.35637866e-08
"548","ENSG00000062716","Daporinad","Lung",-0.386354134698517,NA,NA,"rna",59707192,59842255,"+","chr17",2.35637866e-08
"549","ENSG00000062716","Daporinad","Lymphoid",-0.357175823797077,NA,NA,"rna",59707192,59842255,"+","chr17",0.023029782125919
"550","ENSG00000062716","Dasatinib","Lung",0.330933364839005,NA,NA,"rna",59707192,59842255,"+","chr17",2.35637872e-08
"551","ENSG00000062716","Navitoclax","Lung",-0.427154796467031,NA,NA,"rna",59707192,59842255,"+","chr17",1.53167471791e-05
"552","ENSG00000062716","PD-0325901","Lung",0.360160907838351,NA,NA,"rna",59707192,59842255,"+","chr17",3.6840146919e-06
"553","ENSG00000062716","Ruxolitinib","Lymphoid",0.376096031942091,NA,NA,"rna",59707192,59842255,"+","chr17",9.42551487e-08
"554","ENSG00000062716","Selumetinib","Lung",0.318010601165729,NA,NA,"rna",59707192,59842255,"+","chr17",5.9608609865e-06
"555","ENSG00000062716","Trametinib","Lung",0.53065761267854,NA,NA,"rna",59707192,59842255,"+","chr17",2.35637866e-08
"556","ENSG00000062716","Vorinostat","Lung",-0.289297038025062,NA,NA,"rna",59707192,59842255,"+","chr17",2.35637866e-08
"557","ENSG00000062725","Etoposide","Breast",-0.339048769100318,NA,NA,"rna",60443158,60526242,"-","chr17",0.0694270280173898
"558","ENSG00000063127","Nvp-tae 684","Lymphoid",-0.381889990704933,NA,NA,"rna",49289638,49325215,"-","chr19",2.7854419682e-06
"559","ENSG00000063176","Entinostat","Lung",0.0731661451982203,NA,NA,"rna",48619291,48630717,"+","chr19",0.607844551757402
"560","ENSG00000063176","Panobinostat","Lung",0.246576739404838,NA,NA,"rna",48619291,48630717,"+","chr19",0.0559057124255274
"561","ENSG00000063176","Vorinostat","Lung",0.163182199870535,NA,NA,"rna",48619291,48630717,"+","chr19",0.122250123020332
"562","ENSG00000063244","PD-0325901","Lung",-0.259910763230011,NA,NA,"rna",55654146,55674715,"+","chr19",0.0098479434048479
"563","ENSG00000064012","Alisertib","Lung",-0.372914523329376,NA,NA,"rna",201233443,201287711,"+","chr2",2.35637866e-08
"564","ENSG00000064012","Daporinad","Lung",-0.527426383831219,NA,NA,"rna",201233443,201287711,"+","chr2",5.4158466e-09
"565","ENSG00000064012","Navitoclax","Lung",-0.354299001326905,NA,NA,"rna",201233443,201287711,"+","chr2",0.0002467002445664
"566","ENSG00000064012","PD-0325901","Lung",0.467526942513069,NA,NA,"rna",201233443,201287711,"+","chr2",2.35637866e-08
"567","ENSG00000064012","Selumetinib","Lung",0.456219721481473,NA,NA,"rna",201233443,201287711,"+","chr2",1.141356717e-07
"568","ENSG00000064012","Trametinib","Lung",0.582296664822807,NA,NA,"rna",201233443,201287711,"+","chr2",2.35637866e-08
"569","ENSG00000064225","Linsitinib","Lymphoid",0.241756329611196,NA,NA,"rna",98732236,98821201,"+","chr3",0.123939197710712
"570","ENSG00000064225","Selumetinib","Skin",0.503542334392699,NA,NA,"rna",98732236,98821201,"+","chr3",1.1802421263e-05
"571","ENSG00000064547","Linsitinib","Lymphoid",-0.266028062224064,NA,NA,"rna",19623655,19628930,"-","chr19",0.0253518121070829
"572","ENSG00000064601","Alisertib","Lung",-0.375039505702275,NA,NA,"rna",45890144,45898820,"+","chr20",8.06316098e-07
"573","ENSG00000064601","Daporinad","Lung",-0.576644908811908,NA,NA,"rna",45890144,45898820,"+","chr20",1.03869953e-08
"574","ENSG00000064601","Dasatinib","Lung",0.334384332555323,NA,NA,"rna",45890144,45898820,"+","chr20",0.0001730702717122
"575","ENSG00000064601","Navitoclax","Lung",-0.370865847266156,NA,NA,"rna",45890144,45898820,"+","chr20",0.0007664707801153
"576","ENSG00000064601","PD-0325901","Lung",0.378476672870047,NA,NA,"rna",45890144,45898820,"+","chr20",2.35637866e-08
"577","ENSG00000064601","Palbociclib","Lung",0.280214296316643,NA,NA,"rna",45890144,45898820,"+","chr20",0.0343340665273535
"578","ENSG00000064601","Selumetinib","Lung",0.333851125228411,NA,NA,"rna",45890144,45898820,"+","chr20",2.35637866e-08
"579","ENSG00000064601","Trametinib","Lung",0.506446495896138,NA,NA,"rna",45890144,45898820,"+","chr20",2.35637866e-08
"580","ENSG00000064601","Vorinostat","Lung",-0.384035494397856,NA,NA,"rna",45890144,45898820,"+","chr20",2.35637866e-08
"581","ENSG00000064607","Daporinad","Lung",0.41980022333957,NA,NA,"rna",18990888,19034023,"-","chr19",2.35637866e-08
"582","ENSG00000064607","Navitoclax","Lung",0.511627107931148,NA,NA,"rna",18990888,19034023,"-","chr19",2.35637866e-08
"583","ENSG00000064607","Trametinib","Lung",-0.445026934248474,NA,NA,"rna",18990888,19034023,"-","chr19",2.35637866e-08
"584","ENSG00000064607","Vorinostat","Lung",0.335331246862269,NA,NA,"rna",18990888,19034023,"-","chr19",2.35637866e-08
"585","ENSG00000064666","Daporinad","Lung",-0.433875711626061,NA,NA,"rna",1026586,1039068,"+","chr19",2.35637866e-08
"586","ENSG00000064666","Dasatinib","Lung",0.457135859599909,NA,NA,"rna",1026586,1039068,"+","chr19",2.35637866e-08
"587","ENSG00000064666","Entinostat","Lung",-0.213791770099817,NA,NA,"rna",1026586,1039068,"+","chr19",0.0864729621559089
"588","ENSG00000064666","Navitoclax","Lung",-0.465024802527623,NA,NA,"rna",1026586,1039068,"+","chr19",2.35637866e-08
"589","ENSG00000064666","PD-0325901","Lung",0.385166853252779,NA,NA,"rna",1026586,1039068,"+","chr19",2.35637866e-08
"590","ENSG00000064666","Panobinostat","Lung",-0.409764692184754,NA,NA,"rna",1026586,1039068,"+","chr19",2.35637866e-08
"591","ENSG00000064666","Saracatinib","Lung",0.241860731572356,NA,NA,"rna",1026586,1039068,"+","chr19",0.0660791459916074
"592","ENSG00000064666","Selumetinib","Lung",0.335292290314663,NA,NA,"rna",1026586,1039068,"+","chr19",9.6448756784e-06
"593","ENSG00000064666","Trametinib","Lung",0.542567496822204,NA,NA,"rna",1026586,1039068,"+","chr19",2.35637866e-08
"594","ENSG00000064666","Vorinostat","Lung",-0.449622762163404,NA,NA,"rna",1026586,1039068,"+","chr19",2.35637866e-08
"595","ENSG00000064932","Nvp-tae 684","Lymphoid",0.558782472087577,NA,NA,"rna",1107637,1174268,"-","chr19",2.35637866e-08
"596","ENSG00000064995","Panobinostat","Lung",0.355094411719961,NA,NA,"rna",34877462,34888071,"-","chr6",2.35637866e-08
"597","ENSG00000064995","Selumetinib","Lung",-0.352709063862722,NA,NA,"rna",34877462,34888071,"-","chr6",2.35637866e-08
"598","ENSG00000064995","Trametinib","Lung",-0.436546758459876,NA,NA,"rna",34877462,34888071,"-","chr6",2.35637866e-08
"599","ENSG00000064999","Entinostat","Lung",0.269017990502989,NA,NA,"rna",34889255,35091406,"+","chr6",0.0159637135509938
"600","ENSG00000064999","Panobinostat","Lung",0.274513211729408,NA,NA,"rna",34889255,35091406,"+","chr6",0.0031649103195242
